Episode,Average Loss,Average Epsilon,Average Reward
2,0.3161045789718628,0.9980019990002,-1.2659375000000002
3,0.32291819368089947,0.9920299301128681,-0.6660714285714285
4,0.2535872235894203,0.9846144580842802,-0.6125
5,0.2575048431754112,0.9787195614761081,-1.3765625
6,0.2662919099841799,0.9733500411153703,-0.7401785714285715
7,0.26421195827424526,0.9660742021665445,-0.6773437499999999
8,0.22988726447025934,0.9593308161915681,-0.7374999999999999
9,0.2351864829659462,0.9516855176313938,-0.32999999999999996
10,0.23425426653453282,0.9436244528632678,-0.5919642857142857
11,0.2462506021062533,0.9375072276034735,-0.6510416666666666
12,0.23633078011599454,0.9295715300716754,-0.32159090909090904
13,0.22643549740314484,0.9212360064346196,-0.8142857142857142
14,0.2215740203857422,0.9157214738872728,-0.8375
15,0.28267311801513034,0.9106967424418149,-1.0833333333333333
16,0.26673950254917145,0.9047939585103061,-0.7401785714285715
17,0.25165595656091516,0.8966860023200887,-0.2744318181818182
18,0.22960039973258972,0.8895340096576627,-1.045
19,0.2622440576553345,0.8850952260585776,-0.8375
20,0.23842181596491072,0.8789201683907507,-0.5708333333333333
21,0.2302690347035726,0.8723480142847165,-0.6510416666666666
22,0.20971362178142255,0.864100634619532,-0.1889423076923077
23,0.27690375968813896,0.8550668084330553,-0.41796875
24,0.25708656509717304,0.8490982756736417,-0.9104166666666668
25,0.24145545742728494,0.8419109315208481,-0.22727272727272727
26,0.2542686810096105,0.8335282167418359,-0.22499999999999998
27,0.24658988416194916,0.8277090609180794,-0.9412499999999999
28,0.24064212611743382,0.8227560292253336,-0.6660714285714285
29,0.23947535222396255,0.8133508739422979,-0.16562499999999997
30,0.2706157758831978,0.8028352982572284,-0.22625
31,0.2541016276393618,0.796035039960248,-0.5178571428571429
32,0.2305033653974533,0.791665597058617,-1.246875
33,0.23233030984799066,0.7877158349029316,-0.7374999999999999
34,0.27071025036275387,0.7822192520499017,-0.6125
35,0.2781912510593732,0.7767592094136319,-0.7374999999999999
36,0.2677003815770149,0.7713390805267698,-0.41796875
37,0.27130158458437237,0.7629008474074358,-0.08124999999999998
38,0.2872289610760553,0.7549237020433177,-0.8142857142857142
39,0.2772039473056793,0.7500297653449371,-0.7374999999999999
40,0.30091987715827095,0.7444241877908586,-0.4555555555555555
41,0.30189848244190215,0.7373827234595856,-0.38187499999999996
42,0.29049360379576683,0.7293132865348744,-0.228125
43,0.2932639221350352,0.7216898723273076,-0.5131944444444445
44,0.26639113426208494,0.7166514996134057,-0.9412499999999999
45,0.2883856687694788,0.7120072139810548,-0.4828125
46,0.27582868188619614,0.7077444196698102,-1.1171875
47,0.30258030783046375,0.7024566325143259,-0.36875
48,0.28668212890625,0.6968538187440475,-1.1487500000000002
49,0.29596624726598914,0.6913012290896927,-0.36874999999999997
50,0.31964337329069775,0.6844181007053501,-0.4555555555555555
51,0.28348376899957656,0.6779442304001737,-0.278125
52,0.3021258960167567,0.6725378258483236,-0.8239583333333332
53,0.317467999458313,0.6688468738964869,-0.8375
54,0.29025439731776714,0.66186362288696,-0.0035156249999999667
55,0.3115354808313506,0.6520032323420958,0.029910714285714297
56,0.3216699808835983,0.6461537696676771,-1.1171875
57,0.35399402843581307,0.6419670432508544,-0.5708333333333333
58,0.30150884091854097,0.6358947149855434,-0.589375
59,0.32500857753413065,0.6305084940246894,-0.8142857142857143
60,0.30156109978755313,0.6264211026112309,-0.8239583333333332
61,0.35931415259838106,0.6229832436500071,-1.045
62,0.3479757234454155,0.6201844881579017,-1.246875
63,0.3674844768312242,0.6161660286181397,-0.5708333333333333
64,0.3327704519033432,0.6115586271263798,-0.9104166666666668
65,0.34818880756696063,0.6078984365210257,-1.0833333333333333
66,0.34690385311841965,0.6048645126885719,-1.1171875
67,0.41270548647100275,0.6003453745475817,-0.41590909090909084
68,0.3947380006313324,0.5955570030300424,-0.9412499999999999
69,0.4169955750306447,0.592289072675647,-0.5645833333333333
70,0.38135166962941486,0.5887442107387826,-0.8239583333333335
71,0.45848382264375687,0.5852205648714544,-0.8239583333333332
