Episode,Average Loss,Average Epsilon,Average Reward
144,0.10547696147114038,0.36531219576400675,-0.8154296875
145,0.15617388486862183,0.3631265219503432,-0.67724609375
146,0.135214788839221,0.360411682553091,-0.5452008928571429
147,0.12993750845392546,0.35753893765683586,-0.6104600694444444
148,0.11690910160541534,0.3552203529738617,-0.9697265625
149,0.0922827913115422,0.35344809469673283,-0.9567057291666666
150,0.0968782939016819,0.3516840918080715,-1.0771484375
151,0.13862146650041854,0.3485341827202339,-0.15276227678571427
152,0.1791625569264094,0.3455800323111761,-1.1315104166666667
153,0.11763856808344524,0.3445443286087595,-1.4388020833333333
154,0.15572730700174967,0.3435117289113747,-1.1315104166666667
155,0.1849824905395508,0.34213997001387425,-0.75234375
156,0.16000315360724926,0.3392443461473469,-0.4886067708333333
157,0.11979027464985847,0.3363698897165609,-0.80078125
158,0.1563586046298345,0.33452416652412637,-0.6481119791666666
159,0.15004284555713335,0.33252203270201197,-0.7255859375
160,0.13171041384339333,0.3305318816908357,-0.6184895833333334
161,0.16674900533897535,0.32724358101009215,-0.1318359375
162,0.10875427971283595,0.32446988819420414,-1.29296875
163,0.14504808797077698,0.3222069066314955,-0.15376420454545456
164,0.12818796218683323,0.31852122453021053,-0.39111328125
165,0.09999663258592288,0.31566455164448876,-0.6549479166666666
166,0.14486900717020035,0.3142461910687782,-1.3046875
167,0.15770569164305925,0.3125224381932694,-0.628662109375
168,0.07665180663267772,0.310806714760465,-1.1627604166666667
169,0.12147269149621327,0.30941087854333543,-0.6878255208333334
170,0.1195096280425787,0.3075590482516753,-0.6376953125
171,0.1401896324347366,0.3049556597035868,-0.22816051136363635
172,0.14331582188606262,0.3023721640518973,-0.7470703125
173,0.1343522109091282,0.30056246060713715,-0.5970052083333334
174,0.11226914610181536,0.2986143310265596,-0.6847098214285714
175,0.16869462033112845,0.2966785067448239,-0.4124348958333333
176,0.10697322199121118,0.2946083211261267,-0.420166015625
177,0.21438729928599465,0.2921137278390249,-0.7118055555555556
178,0.10016267001628876,0.29036454937381806,-1.1627604166666667
179,0.15402206281820932,0.2894943265289802,-1.1315104166666667
180,0.12412883192300797,0.28833827744893703,-0.57578125
181,0.13618114055134356,0.28532781474713764,0.201171875
182,0.26016680399576825,0.2826257802537907,-1.1315104166666667
183,0.14049429562874138,0.2799551019432318,0.2159423828125
184,0.09969823310772578,0.2773039466651898,-1.3372395833333333
185,0.146039559195439,0.27564510476362164,-0.2484809027777778
186,0.1257232887049516,0.2739945404958653,-1.1627604166666667
187,0.10374118636051814,0.2731733785840047,-1.1315104166666667
188,0.10648927340904872,0.27153924588507405,-0.4893663194444444
189,0.17715434144650186,0.26937416030478084,-0.7477678571428571
190,0.10255413651466369,0.2677616825422539,-0.80078125
191,0.13322338974103332,0.26496605455489014,-0.030029296875
192,0.1316441805101931,0.2618017949847547,-0.645263671875
193,0.12341594013075034,0.2591963916041878,-0.10319010416666667
194,0.13178408704698086,0.25687177632913133,-0.91796875
195,0.1429006092948839,0.2540626036598854,-0.24755859375
196,0.16360852718353272,0.2514051596561744,-0.7578125
197,0.15169156529009342,0.2492774492327502,-0.18717447916666666
198,0.17109436293443045,0.24741254028361137,-1.1627604166666667
199,0.1228805569310983,0.24630140796922084,-0.6184895833333334
200,0.09975731186568737,0.24385107524080096,-0.31319754464285715
201,0.09064898143212001,0.24178421124470906,-1.1315104166666667
202,0.16735845555861792,0.24069835581508747,-0.5647786458333334
203,0.11701888005648341,0.2391382422000586,-0.49302455357142855
204,0.13418474545081457,0.23758798299330508,-0.5651041666666666
205,0.13184930135806402,0.23652044016473997,-1.2265625
206,0.12439195346087217,0.23428543524415346,0.2095947265625
207,0.12974675185978413,0.23148756767632467,-0.651611328125
208,0.12527290252702578,0.22895515863652022,-0.34291294642857145
209,0.12450485995837621,0.22656112723844943,-0.8010602678571429
210,0.11124379901836316,0.22441881031420685,-0.3759765625
211,0.13777097407728434,0.22151928686068795,-0.38071986607142855
212,0.07847378589212894,0.21975156294000917,-1.796875
213,0.11415921524167061,0.2183281653645729,-0.22620738636363635
214,0.140241754706949,0.2162623266546206,-0.6064453125
215,0.11853793387611707,0.2150750636100239,-1.1315104166666667
216,0.10245833297570546,0.21443048342930962,-1.1627604166666667
217,0.1293399593560025,0.21240421802385698,0.1943359375
218,0.07004079669713974,0.21018251239926194,-0.616796875
219,0.11560716533235141,0.20892477499571127,-0.6116071428571429
220,0.15849696392459528,0.20674272307317548,-0.08998325892857142
221,0.1715856542189916,0.20499038677385026,-1.1627604166666667
222,0.12950260440508524,0.20437603037969862,-1.1627604166666667
223,0.1261359107447788,0.20244477474179098,-0.3448486328125
224,0.14162209257483482,0.199927255705667,-0.2456597222222222
225,0.1293044751510024,0.1974439257328931,0.031005859375
226,0.13066948379079502,0.19440538175411856,-0.1671875
227,0.09052563086152077,0.19266097991770378,-1.1627604166666667
228,0.17061249787608782,0.19208357476822946,-1.4388020833333333
229,0.1742188110947609,0.19160368597058947,-1.796875
230,0.11286363415420056,0.1909340781511631,-0.80078125
231,0.13552449643611908,0.1899813151928025,-0.80078125
232,0.21200730403264365,0.18922240278564828,-1.1627604166666667
233,0.11345197446644306,0.18856100686202665,-1.0458984375
234,0.17565995578964552,0.1876202420596799,-0.4612630208333333
235,0.10630961321294308,0.18668385945094468,-1.0458984375
236,0.04515044453243414,0.18603122796301796,-1.3372395833333333
237,0.15849514576521787,0.184733772469347,-0.41850142045454547
238,0.15964430128224194,0.18225642007215861,-0.0643310546875
239,0.1687976842125257,0.18053046449329105,-1.2721354166666667
240,0.15488512317339578,0.1799894145106742,-1.1315104166666667
241,0.11895251064561307,0.17828860071714062,-0.1009521484375
242,0.19363729655742645,0.17642373762402652,-0.79140625
243,0.1304962020367384,0.1756311530567112,-1.0048828125
244,0.11794825550168753,0.17423194184487126,-0.14860026041666666
245,0.111313168491636,0.17258307162865996,-0.49302455357142855
246,0.16509321425110102,0.1717215938870429,-1.4388020833333333
247,0.13721335927645364,0.1712069440984418,-1.1315104166666667
248,0.10777479808100245,0.17001287903416507,-0.16157670454545456
249,0.17521899326571397,0.16848836335576006,-0.5613839285714286
250,0.14633558318018913,0.16756352933927132,-0.986328125
251,0.08236162861188252,0.16672752473162342,-0.4514973958333333
252,0.15560411661863327,0.1658954143322215,-1.1328125
253,0.221098023156325,0.1653154575463789,-1.1627604166666667
254,0.18955149004856744,0.16482000695479695,-1.1315104166666667
255,0.133936476893723,0.16391591020198212,-0.466064453125
256,0.097447716527515,0.16252795371902862,-0.3159722222222222
257,0.15891924500465393,0.16155473551821842,-1.1315104166666667
258,0.13741974284251532,0.1610705558143156,-1.1627604166666667
259,0.09482912222544353,0.16058782719746956,-1.1627604166666667
260,0.1660962381533214,0.15978675891214777,-0.36802455357142855
261,0.20528848171234132,0.1588302729774888,-0.589453125
262,0.17038549550554968,0.15756470004553208,-0.23774857954545456
263,0.10967807751148939,0.15545169557346225,0.222412109375
264,0.11611620709300041,0.15405659431765034,-1.796875
265,0.07243374238411586,0.1536717736868122,-1.1627604166666667
266,0.15602107612150057,0.15237163971056103,-0.20340401785714285
267,0.13765314718087515,0.15108014876334144,-1.4388020833333333
268,0.12000450088332097,0.14995156780080401,-0.22770182291666666
269,0.15977508295327425,0.14845828662437355,-0.45556640625
270,0.14029894536361098,0.14668772751290432,-0.1907958984375
271,0.1627428038045764,0.14493596332415246,-0.42578125
272,0.1442925472344671,0.1433504045513891,-0.07672991071428571
273,0.154791546985507,0.1412154886367152,-0.1837158203125
274,0.15250985557213426,0.138972907852887,0.2437744140625
275,0.14521945783725151,0.1369708491346432,-0.0673076923076923
276,0.1954127661883831,0.13540353817856038,-0.4625
277,0.12553009142478308,0.1343237350438496,-0.7626953125
278,0.13597607845440507,0.13285475869032165,-0.0579833984375
279,0.12194275722971984,0.13133379083541502,-0.4185267857142857
280,0.15251643831531206,0.13048239451951288,-0.4095052083333333
281,0.15450533106923103,0.12989610415765046,-1.1315104166666667
282,0.1787076989809672,0.12892576972615788,-0.19677734375
283,0.0722619400670131,0.12776949277415656,-0.4593098958333333
284,0.18360969672600427,0.12719539216518638,-1.1315104166666667
285,0.09856665420990723,0.1261822254375631,-0.23001802884615385
286,0.16500164940953255,0.12511289148296628,-1.06591796875
287,0.16818075021728873,0.12386861757792791,0.2095947265625
288,0.13314050684372583,0.1226955904139433,-1.1315104166666667
289,0.17553578317165375,0.12232787160677712,-1.1627604166666667
290,0.12439962880065043,0.12141407248615683,-0.46435546875
291,0.1032798495143652,0.120445509689726,-1.06591796875
292,0.14609752071555704,0.11924765387399362,-0.103759765625
293,0.1389487988781184,0.11735393456829923,-0.07421875
294,0.10022540514667828,0.1162426009977725,-1.29296875
295,0.11160493046045303,0.11577840484734521,-0.80078125
296,0.10161843267269433,0.11456959354226799,0.2191162109375
297,0.0884658433496952,0.11348462748694567,-1.1627604166666667
298,0.1609155647456646,0.11291852644717285,-0.8158482142857143
299,0.12157335861896475,0.11218651059045627,-0.619140625
300,0.14792572567239404,0.11151507208252431,-0.6549479166666666
301,0.15814399486407638,0.11029553330259301,0.2044677734375
302,0.1430876503388087,0.10925104229946452,-1.1315104166666667
303,0.14477688819169998,0.10870605986429631,-0.42689732142857145
304,0.10992813339600196,0.1076244166747926,-0.15895432692307693
305,0.1527610199356621,0.10633979036985931,-0.1338778409090909
306,0.1521691410587384,0.1050709183208375,-0.19606370192307693
307,0.11716764854888122,0.10423259150260845,-1.2421875
308,0.18198675755411386,0.10386826354717901,-1.1640625
309,0.12650916632264853,0.10283527191568917,0.2161865234375
310,0.14286301032240903,0.10165797766988104,-0.4857700892857143
311,0.08449922626217206,0.10115053459221442,-1.1848958333333333
312,0.08513369814803202,0.10084738633889101,-1.1627604166666667
313,0.12220638990402222,0.10059543595201541,-1.796875
314,0.16663801918427149,0.10019379110384381,-0.6507161458333334
315,0.14046656410209835,0.09909806286300969,0.1385498046875
316,0.1519931835743288,0.09771921545496236,-0.20279947916666666
317,0.19608788937330246,0.09703666301882552,-1.66015625
318,0.11961123906075954,0.09674589246406479,-1.0458984375
319,0.13518636673688889,0.09631133334010353,-0.875
320,0.13842321373522282,0.09568718430545381,-0.39990234375
321,0.10688934102654457,0.09516186924237853,-1.29296875
322,0.06805483127633731,0.09487666902509724,-1.1627604166666667
323,0.1468067765235901,0.09459232355315238,-1.1627604166666667
324,0.2602287530899048,0.09430883026487125,-1.1848958333333333
325,0.13672706112265587,0.09388528831861603,-0.4944661458333333
326,0.10894193996985753,0.09346343800030622,-1.1315104166666667
327,0.06859974066416423,0.09318332798315587,-1.1315104166666667
328,0.18107392390569052,0.09290405745600704,-1.1627604166666667
329,0.15973791852593422,0.092486824359176,-0.6549479166666666
330,0.05541863106191158,0.09211730866677564,-1.796875
331,0.16725047933869064,0.09129252090942484,0.21630859375
332,0.12304968138535817,0.09042798710748734,-1.1627604166666667
333,0.215483866011103,0.09015697433969821,-1.1627604166666667
334,0.19760239124298096,0.08988677379744515,-1.1315104166666667
335,0.19062145799398422,0.0890373868201801,0.1573486328125
336,0.11995744829376538,0.08819420898068764,-1.1627604166666667
337,0.15521177649497986,0.0879298908481783,-1.1627604166666667
338,0.15925182215869427,0.08709899547788628,0.1195068359375
339,0.1325267730280757,0.08605884778631474,-0.419189453125
340,0.13375601172447205,0.0856291989882893,-1.66015625
341,0.12561788006375232,0.08503208632943987,-0.21419270833333334
342,0.11125988494604826,0.08410124180252673,-0.2796875
343,0.22626684109369913,0.08355576765447627,-1.1315104166666667
344,0.11304853111505508,0.08330535093526004,-1.1315104166666667
345,0.10062869886557262,0.08305568471520171,-1.1627604166666667
346,0.17898660153150558,0.08280676674505458,-1.1315104166666667
347,0.14211802260251716,0.08202428244473725,0.20458984375
348,0.17940255964640528,0.0807216910548432,0.20703125
349,0.23323488483826318,0.07983744627642092,-0.4124348958333333
350,0.19555317535996436,0.07920118910343835,-0.409375
351,0.29364869991938275,0.07868749631811396,-1.1627604166666667
352,0.2502407862080468,0.0782167849647715,-0.2899305555555556
353,0.1532755026128143,0.07724524116104428,0.2318115234375
354,0.15142408510049185,0.07651373411799972,-1.1627604166666667
355,0.14901431929320097,0.07609402889021878,-0.293212890625
356,0.19263658920923868,0.07567627869852629,-1.1627604166666667
357,0.10454794267813365,0.07544947681559053,-1.1627604166666667
358,0.11114625881115596,0.07522335465812473,-1.1315104166666667
359,0.1661828190088272,0.07492296227740709,-0.589453125
360,0.1710657010024244,0.07432596983218387,-0.15234375
361,0.1632939005891482,0.0736963018337093,-0.6549479166666666
362,0.133306588149733,0.0731455099125545,-0.3309461805555556
363,0.16009516813434088,0.07234518579180599,-0.18990384615384615
364,0.14948399242712185,0.07130349069673657,0.22119140625
365,0.2063670830371288,0.07027628490967962,-0.16766826923076922
366,0.18950155949486153,0.06933354003252794,-0.38169642857142855
367,0.15981917083263397,0.06874587398482519,-1.1848958333333333
368,0.1545460163615644,0.06850558403950158,-1.0458984375
369,0.183910973708738,0.06799375669435342,-0.5403053977272727
370,0.16612204412619272,0.06751891048495949,-1.1315104166666667
371,0.18712477882703146,0.06731655624271717,-1.1848958333333333
372,0.20980599274237952,0.0671148084563412,-1.1315104166666667
373,0.16688295205434164,0.06691366530828274,-1.1315104166666667
374,0.18134006006377085,0.06657987652697503,-0.5044642857142857
375,0.20799330781613076,0.06611521324072649,-0.49302455357142855
376,0.08604384462038676,0.06578518791407277,-1.1315104166666667
377,0.1354834287194535,0.06516354938428122,0.207275390625
378,0.24682285015781721,0.06454645511921182,-1.2421875
379,0.1261791524787744,0.0643530093286731,-1.1315104166666667
380,0.14697802563508353,0.06396804737753543,-0.40625
381,0.19121588518222174,0.06358500638948651,-1.1315104166666667
382,0.14124702848494053,0.06336275541174631,-1.06591796875
383,0.2177940085530281,0.06273259954071125,0.2989501953125
384,0.17852137563750148,0.06198343856313006,-0.182861328125
385,0.13926149811595678,0.061489303124167595,-0.28564453125
386,0.11672680824995041,0.061151731720185065,-1.2421875
387,0.21595151722431183,0.060968459919067935,-1.1315104166666667
388,0.11197381839156151,0.06075535465105356,-1.06591796875
389,0.18292454381783804,0.06054295890552928,-1.1315104166666667
390,0.24254072457551956,0.06036151159714645,-1.1315104166666667
391,0.25182327777147295,0.06012046759884582,-0.491796875
392,0.1740430302452296,0.059730854761880905,-0.385498046875
393,0.275276717543602,0.05934357376498865,-0.71015625
394,0.18834893335588276,0.058723983410937874,0.076904296875
395,0.17181480831156173,0.05808070680187877,-0.5348307291666666
396,0.11764138688643773,0.05773309261092624,-0.4280598958333333
397,0.14424183988012373,0.05710171835801552,0.23291015625
398,0.1344019795457522,0.05656096907015001,-1.1627604166666667
399,0.12449015428622563,0.056306953164589835,-0.4609375
400,0.16707760592301688,0.05605395179940335,-1.1315104166666667
401,0.13494878262281418,0.05552426879186825,0.207275390625
402,0.20920196250081063,0.05480641175188128,-0.1068359375
403,0.17445983241001764,0.05445094160521859,-1.1315104166666667
404,0.19424589971701303,0.05428775207877681,-1.1315104166666667
405,0.14495579153299332,0.054070962663244,-0.484375
406,0.15231757340106097,0.05364012069924924,-0.15305397727272727
407,0.14143474958837032,0.05307952067609908,-0.0931640625
408,0.19035326316952705,0.05239395286650867,0.413330078125
409,0.2158551663160324,0.05184592260203804,-0.484375
410,0.11583778038620948,0.05158721093005383,-0.484375
411,0.19418926443904638,0.05125289816762364,-0.2177734375
412,0.104122522686209,0.05086971660759469,-0.33426339285714285
413,0.18427285073058947,0.05051469507672957,-0.36802455357142855
414,0.19691151082515718,0.050212313354592995,-0.659375
415,0.1901317136362195,0.04968806004399383,0.275146484375
416,0.23996447445824742,0.049094678677539944,-0.18701171875
417,0.15291676049431166,0.048751988264218026,-0.4140625
418,0.11676876122752826,0.04853293326491185,-1.3046875
419,0.18277446238789707,0.04807432028168714,0.3543701171875
420,0.19672935153357685,0.04731087324128025,0.389892578125
421,0.18835972196289472,0.04660603969091414,0.10672433035714286
422,0.19065995258279145,0.04591193648159683,0.359619140625
423,0.17126800399273634,0.0451828293029442,-0.168701171875
424,0.18323058905926617,0.044576407839860284,-0.08043323863636363
425,0.2742944434285164,0.04415462227356638,-0.201904296875
426,0.18760593538172543,0.0436280206903368,0.368896484375
427,0.19771851552650332,0.04310700911310901,-0.140869140625
428,0.18304336071014404,0.04289179736988528,-1.796875
429,0.15850538096856326,0.04250775847563769,0.4031982421875
430,0.18965623208454677,0.04187448133928699,-0.044224330357142856
431,0.15565858781337738,0.04147806440138242,-0.45078125
432,0.18176019098609686,0.041209264323993376,-0.281982421875
433,0.23897995054721832,0.04094207302006485,-0.484375
434,0.1754242190056377,0.04065643182068215,-0.3001302083333333
435,0.14785466603934766,0.04037259486441537,-0.6765625
436,0.2066647926112637,0.039951075418265154,0.35498046875
437,0.3296036273241043,0.03953319516244362,-0.45078125
438,0.15197358978912234,0.039276998879601954,-0.154052734375
439,0.2514239251613617,0.039022335936276124,-0.484375
440,0.16258801450021565,0.038614914181826436,0.37158203125
441,0.2334127818996256,0.038096644008925235,0.015269886363636364
442,0.2062759157270193,0.03781168049217275,-0.8203125
443,0.23945633471012115,0.037641839578706725,-0.53125
444,0.21640343517065047,0.03745400642297875,-0.518359375
445,0.2684502908959985,0.03706295917678265,0.368896484375
446,0.17629814743995667,0.03667528803901858,-0.52578125
447,0.16238319873809814,0.0364376125253361,-0.140869140625
448,0.2263679951429367,0.03625569774461187,-1.796875
449,0.17030816972255708,0.036128992986373155,-0.6484375
450,0.24701199226547033,0.03575177985046437,0.368896484375
451,0.21788786293473095,0.035184021630354646,0.3619384765625
452,0.19524348014965653,0.03462527972769402,0.4007568359375
453,0.2852505851875652,0.0341605564441791,-0.15553977272727273
454,0.14960390395884002,0.03373610173587711,0.09221540178571429
455,0.2293753262077059,0.033383345819455845,-0.30050223214285715
456,0.19584574457257986,0.03300173141597965,0.3382568359375
457,0.1683697688858956,0.032607620386778294,-0.17822265625
458,0.18153217679355294,0.032218731893640704,0.4031982421875
459,0.24942360570033392,0.03186580017142266,-0.4723307291666667
460,0.2032028513494879,0.031517312937034886,0.3055419921875
461,0.20753281377255917,0.03101680041512363,0.364501953125
462,0.12830316238105297,0.0306923708883452,-0.53125
463,0.20212957475866591,0.030402246308044813,-0.13657924107142858
464,0.16039263159036637,0.030114434614588726,-0.45078125
465,0.1741991201415658,0.029800017871188942,0.3385009765625
466,0.19613624066114427,0.029488315646377106,-0.491796875
467,0.15147971361875534,0.029385209750698887,-1.796875
468,0.21858534403145313,0.02923865042999441,-0.424072265625
469,0.22918508797883988,0.029049073807803843,-0.491796875
470,0.21518790213899178,0.028817608352129785,0.016690340909090908
471,0.2482623518867926,0.028502194883306853,-0.06285511363636363
472,0.16657617862802,0.028119969262753328,0.1859130859375
473,0.2723301023244858,0.02782584001025664,-0.484375
474,0.19925998582039028,0.027535317869948887,0.3743896484375
475,0.2154111578129232,0.02709804165239032,0.3804931640625
476,0.2214427221333608,0.026667709625247327,0.3480224609375
477,0.24376093647019428,0.0263097888899253,-0.10511363636363637
478,0.2125862487591803,0.02595696429426675,0.415771484375
479,0.2551531109493226,0.025544753212502297,0.4285888671875
480,0.271517554918925,0.025227089283820576,-0.24305555555555555
481,0.2536049962043762,0.025050970034857185,-0.491796875
482,0.26264461129903793,0.024789419568505423,0.4051513671875
483,0.2625933433882892,0.024395749748691256,0.3785400390625
484,0.17859053530264646,0.024008331625356077,0.2646484375
485,0.13103134278208017,0.02372162096260293,-0.164306640625
486,0.286494895350188,0.02343870962710822,0.392578125
487,0.2091959435492754,0.023066489835108606,0.4149169921875
488,0.33099603950977324,0.02282521896637017,-0.45078125
